Sample descriptive name	Sample ID	Study ID	Platform	SRA	Description	Species	Comments	Molecule
Abca4L541P;A1038V/L541P;A1038V RPE 2	GSM1556923	GSE63772	GPL17021	SRA	RPE/choroid	Mus musculus	"stain: mixed (129SV and C57BL/6);	age: post natal day 30;	genotype: Abca4L541P;A1038V/L541P;A1038V"	total RNA
Abca4L541P;A1038V/L541P;A1038V RPE 3	GSM1556924	GSE63772	GPL17021	SRA	RPE/choroid	Mus musculus	"stain: mixed (129SV and C57BL/6);	age: post natal day 30;	genotype: Abca4L541P;A1038V/L541P;A1038V"	total RNA
WT RPE 1	GSM1556925	GSE63772	GPL17021	SRA	RPE/choroid	Mus musculus	"stain: mixed (129SV and C57BL/6);	age: post natal day 30;	genotype: wild type"	total RNA
WT RPE 2	GSM1556926	GSE63772	GPL17021	SRA	RPE/choroid	Mus musculus	"stain: mixed (129SV and C57BL/6);	age: post natal day 30;	genotype: wild type"	total RNA
WT RPE 3	GSM1556927	GSE63772	GPL17021	SRA	RPE/choroid	Mus musculus	"stain: mixed (129SV and C57BL/6);	age: post natal day 30;	genotype: wild type"	total RNA
Wild-type_TB_1	GSM1557957	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: Wild type miR-17-92 locus;	developmental stage: E9.5 (20-22 somites);	tissue: tail bud"	total RNA
Wild-type_TB_2	GSM1557958	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: Wild type miR-17-92 locus;	developmental stage: E9.5 (20-22 somites);	tissue: tail bud"	total RNA
Wild-type_TB_3	GSM1557959	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: Wild type miR-17-92 locus;	developmental stage: E9.5 (20-22 somites);	tissue: tail bud"	total RNA
Full-KO_TB_1	GSM1557960	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-17~92 Knockout;	developmental stage: E9.5 (20-22 somites);	tissue: tail bud"	total RNA
Full-KO_TB_2	GSM1557961	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-17~92 Knockout;	developmental stage: E9.5 (20-22 somites);	tissue: tail bud"	total RNA
Full-KO_TB_3	GSM1557962	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-17~92 Knockout;	developmental stage: E9.5 (20-22 somites);	tissue: tail bud"	total RNA
Delta_17_TB_1	GSM1557963	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-17 and miR-20a deleted;	developmental stage: E9.5 (20-22 somites);	tissue: tail bud"	total RNA
Delta_17_TB_2	GSM1557964	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-17 and miR-20a deleted;	developmental stage: E9.5 (20-22 somites);	tissue: tail bud"	total RNA
Delta_17_TB_3	GSM1557965	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-17 and miR-20a deleted;	developmental stage: E9.5 (20-22 somites);	tissue: tail bud"	total RNA
Delta_18_TB_1	GSM1557966	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-18a deleted;	developmental stage: E9.5 (20-22 somites);	tissue: tail bud"	total RNA
Delta_18_TB_2	GSM1557967	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-18a deleted;	developmental stage: E9.5 (20-22 somites);	tissue: tail bud"	total RNA
Delta_18_TB_3	GSM1557968	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-18a deleted;	developmental stage: E9.5 (20-22 somites);	tissue: tail bud"	total RNA
Delta_92_TB_1	GSM1557969	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-92a-1  deleted;	developmental stage: E9.5 (20-22 somites);	tissue: tail bud"	total RNA
Delta_92_TB_2	GSM1557970	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-92a-1  deleted;	developmental stage: E9.5 (20-22 somites);	tissue: tail bud"	total RNA
Delta_92_TB_3	GSM1557971	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-92a-1  deleted;	developmental stage: E9.5 (20-22 somites);	tissue: tail bud"	total RNA
Delta_19_TB_1	GSM1557972	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-19a and miR-19b-1 deleted;	developmental stage: E9.5 (20-22 somites);	tissue: tail bud"	total RNA
Delta_19_TB_2	GSM1557973	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-19a and miR-19b-1 deleted;	developmental stage: E9.5 (20-22 somites);	tissue: tail bud"	total RNA
Delta_19_TB_3	GSM1557974	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-19a and miR-19b-1 deleted;	developmental stage: E9.5 (20-22 somites);	tissue: tail bud"	total RNA
Delta_17_18_TB_1	GSM1557975	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-17, miR-20a and miR-18a deleted;	developmental stage: E9.5 (20-22 somites);	tissue: tail bud"	total RNA
Delta_17_18_TB_2	GSM1557976	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-17, miR-20a and miR-18a deleted;	developmental stage: E9.5 (20-22 somites);	tissue: tail bud"	total RNA
Delta_17_18_TB_3	GSM1557977	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-17, miR-20a and miR-18a deleted;	developmental stage: E9.5 (20-22 somites);	tissue: tail bud"	total RNA
Delta_17_18_92_TB_1	GSM1557978	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-17,miR-20a, miR-18a, and miR-92a-1  deleted;	developmental stage: E9.5 (20-22 somites);	tissue: tail bud"	total RNA
Delta_17_18_92_TB_2	GSM1557979	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-17,miR-20a, miR-18a, and miR-92a-1  deleted;	developmental stage: E9.5 (20-22 somites);	tissue: tail bud"	total RNA
Delta_17_18_92_TB_3	GSM1557980	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-17,miR-20a, miR-18a, and miR-92a-1  deleted;	developmental stage: E9.5 (20-22 somites);	tissue: tail bud"	total RNA
Wild-type_H_1	GSM1557981	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: Wild type miR-17-92 locus;	developmental stage: E9.5 (20-22 somites);	tissue: heart"	total RNA
Wild-type_H_2	GSM1557982	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: Wild type miR-17-92 locus;	developmental stage: E9.5 (20-22 somites);	tissue: heart"	total RNA
Wild-type_H_3	GSM1557983	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: Wild type miR-17-92 locus;	developmental stage: E9.5 (20-22 somites);	tissue: heart"	total RNA
Full-KO_H_1	GSM1557984	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-17~92 Knockout;	developmental stage: E9.5 (20-22 somites);	tissue: heart"	total RNA
Full-KO_H_2	GSM1557985	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-17~92 Knockout;	developmental stage: E9.5 (20-22 somites);	tissue: heart"	total RNA
Full-KO_H_3	GSM1557986	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-17~92 Knockout;	developmental stage: E9.5 (20-22 somites);	tissue: heart"	total RNA
Delta_17_H_1	GSM1557987	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-17 and miR-20a deleted;	developmental stage: E9.5 (20-22 somites);	tissue: heart"	total RNA
Delta_17_H_2	GSM1557988	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-17 and miR-20a deleted;	developmental stage: E9.5 (20-22 somites);	tissue: heart"	total RNA
Delta_17_H_3	GSM1557989	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-17 and miR-20a deleted;	developmental stage: E9.5 (20-22 somites);	tissue: heart"	total RNA
Delta_18_H_1	GSM1557990	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-18a deleted;	developmental stage: E9.5 (20-22 somites);	tissue: heart"	total RNA
Delta_18_H_2	GSM1557991	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-18a deleted;	developmental stage: E9.5 (20-22 somites);	tissue: heart"	total RNA
Delta_18_H_3	GSM1557992	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-18a deleted;	developmental stage: E9.5 (20-22 somites);	tissue: heart"	total RNA
Delta_92_H_1	GSM1557993	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-92a-1  deleted;	developmental stage: E9.5 (20-22 somites);	tissue: heart"	total RNA
Delta_92_H_2	GSM1557994	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-92a-1  deleted;	developmental stage: E9.5 (20-22 somites);	tissue: heart"	total RNA
Delta_92_H_3	GSM1557995	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-92a-1  deleted;	developmental stage: E9.5 (20-22 somites);	tissue: heart"	total RNA
Delta_19_H_1	GSM1557996	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-19a and miR-19b-1 deleted;	developmental stage: E9.5 (20-22 somites);	tissue: heart"	total RNA
Delta_19_H_2	GSM1557997	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-19a and miR-19b-1 deleted;	developmental stage: E9.5 (20-22 somites);	tissue: heart"	total RNA
Delta_19_H_3	GSM1557998	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-19a and miR-19b-1 deleted;	developmental stage: E9.5 (20-22 somites);	tissue: heart"	total RNA
Delta_17_18_H_1	GSM1557999	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-17, miR-20a and miR-18a deleted;	developmental stage: E9.5 (20-22 somites);	tissue: heart"	total RNA
Delta_17_18_H_2	GSM1558000	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-17, miR-20a and miR-18a deleted;	developmental stage: E9.5 (20-22 somites);	tissue: heart"	total RNA
Delta_17_18_H_3	GSM1558001	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-17, miR-20a and miR-18a deleted;	developmental stage: E9.5 (20-22 somites);	tissue: heart"	total RNA
Delta_17_18_92_H_1	GSM1558002	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-17,miR-20a, miR-18a, and miR-92a-1  deleted;	developmental stage: E9.5 (20-22 somites);	tissue: heart"	total RNA
Delta_17_18_92_H_2	GSM1558003	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-17,miR-20a, miR-18a, and miR-92a-1  deleted;	developmental stage: E9.5 (20-22 somites);	tissue: heart"	total RNA
Delta_17_18_92_H_3	GSM1558004	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-17,miR-20a, miR-18a, and miR-92a-1  deleted;	developmental stage: E9.5 (20-22 somites);	tissue: heart"	total RNA
Wild-type_E_1	GSM1558005	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: Wild type miR-17-92 locus;	developmental stage: E9.5 (20-22 somites);	tissue: whole embryo (- heart and tail bud)"	total RNA
Wild-type_E_2	GSM1558006	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: Wild type miR-17-92 locus;	developmental stage: E9.5 (20-22 somites);	tissue: whole embryo (- heart and tail bud)"	total RNA
Wild-type_E_3	GSM1558007	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: Wild type miR-17-92 locus;	developmental stage: E9.5 (20-22 somites);	tissue: whole embryo (- heart and tail bud)"	total RNA
Full-KO_E_1	GSM1558008	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-17~92 Knockout;	developmental stage: E9.5 (20-22 somites);	tissue: whole embryo (- heart and tail bud)"	total RNA
Full-KO_E_2	GSM1558009	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-17~92 Knockout;	developmental stage: E9.5 (20-22 somites);	tissue: whole embryo (- heart and tail bud)"	total RNA
Full-KO_E_3	GSM1558010	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-17~92 Knockout;	developmental stage: E9.5 (20-22 somites);	tissue: whole embryo (- heart and tail bud)"	total RNA
Delta_17_E_1	GSM1558011	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-17 and miR-20a deleted;	developmental stage: E9.5 (20-22 somites);	tissue: whole embryo (- heart and tail bud)"	total RNA
Delta_17_E_2	GSM1558012	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-17 and miR-20a deleted;	developmental stage: E9.5 (20-22 somites);	tissue: whole embryo (- heart and tail bud)"	total RNA
Delta_17_E_3	GSM1558013	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-17 and miR-20a deleted;	developmental stage: E9.5 (20-22 somites);	tissue: whole embryo (- heart and tail bud)"	total RNA
Delta_18_E_1	GSM1558014	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-18a deleted;	developmental stage: E9.5 (20-22 somites);	tissue: whole embryo (- heart and tail bud)"	total RNA
Delta_18_E_2	GSM1558015	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-18a deleted;	developmental stage: E9.5 (20-22 somites);	tissue: whole embryo (- heart and tail bud)"	total RNA
Delta_18_E_3	GSM1558016	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-18a deleted;	developmental stage: E9.5 (20-22 somites);	tissue: whole embryo (- heart and tail bud)"	total RNA
Delta_92_E_1	GSM1558017	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-92a-1  deleted;	developmental stage: E9.5 (20-22 somites);	tissue: whole embryo (- heart and tail bud)"	total RNA
Delta_92_E_2	GSM1558018	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-92a-1  deleted;	developmental stage: E9.5 (20-22 somites);	tissue: whole embryo (- heart and tail bud)"	total RNA
Delta_92_E_3	GSM1558019	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-92a-1  deleted;	developmental stage: E9.5 (20-22 somites);	tissue: whole embryo (- heart and tail bud)"	total RNA
Delta_19_E_1	GSM1558020	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-19a and miR-19b-1 deleted;	developmental stage: E9.5 (20-22 somites);	tissue: whole embryo (- heart and tail bud)"	total RNA
Delta_19_E_2	GSM1558021	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-19a and miR-19b-1 deleted;	developmental stage: E9.5 (20-22 somites);	tissue: whole embryo (- heart and tail bud)"	total RNA
Delta_19_E_3	GSM1558022	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-19a and miR-19b-1 deleted;	developmental stage: E9.5 (20-22 somites);	tissue: whole embryo (- heart and tail bud)"	total RNA
Delta_17_18_E_1	GSM1558023	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-17, miR-20a and miR-18a deleted;	developmental stage: E9.5 (20-22 somites);	tissue: whole embryo (- heart and tail bud)"	total RNA
Delta_17_18_E_2	GSM1558024	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-17, miR-20a and miR-18a deleted;	developmental stage: E9.5 (20-22 somites);	tissue: whole embryo (- heart and tail bud)"	total RNA
Delta_17_18_E_3	GSM1558025	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-17, miR-20a and miR-18a deleted;	developmental stage: E9.5 (20-22 somites);	tissue: whole embryo (- heart and tail bud)"	total RNA
Delta_17_18_92_E_1	GSM1558026	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-17,miR-20a, miR-18a, and miR-92a-1  deleted;	developmental stage: E9.5 (20-22 somites);	tissue: whole embryo (- heart and tail bud)"	total RNA
Delta_17_18_92_E_2	GSM1558027	GSE63813	GPL17021	SRA	embryo	Mus musculus	"strain: C57BL/6;	genotype: miR-17,miR-20a, miR-18a, and miR-92a-1  deleted;	developmental stage: E9.5 (20-22 somites);	tissue: whole embryo (- heart and tail bud)"	total RNA
Single-end_WT_rep1	GSM1558513	GSE63857	GPL13112	SRA	mammary glands	Mus musculus	"gender: female;	parity: nulliparous;	strain: C57Bl/6;	genotype: wild type;	tissue: mammary glands"	total RNA
Single-end_WT_rep2	GSM1558514	GSE63857	GPL13112	SRA	mammary glands	Mus musculus	"gender: female;	parity: nulliparous;	strain: C57Bl/6;	genotype: wild type;	tissue: mammary glands"	total RNA
Single-end_AROM_rep1	GSM1558515	GSE63857	GPL13112	SRA	mammary glands	Mus musculus	"gender: female;	parity: nulliparous;	strain: C57Bl/6;	genotype: tet-op-CYP19A1MMTV-rtTA;	tissue: mammary glands"	total RNA
Single-end_AROM_rep2	GSM1558516	GSE63857	GPL13112	SRA	mammary glands	Mus musculus	"gender: female;	parity: nulliparous;	strain: C57Bl/6;	genotype: tet-op-CYP19A1MMTV-rtTA;	tissue: mammary glands"	total RNA
Single-end_BRCA_rep1	GSM1558517	GSE63857	GPL13112	SRA	mammary glands	Mus musculus	"gender: female;	parity: nulliparous;	strain: C57Bl/6;	genotype: Brca1fl11/fl11/MMTV-Cre/p53+/-;	tissue: mammary glands"	total RNA
Single-end_BRCA_rep2	GSM1558518	GSE63857	GPL13112	SRA	mammary glands	Mus musculus	"gender: female;	parity: nulliparous;	strain: C57Bl/6;	genotype: Brca1fl11/fl11/MMTV-Cre/p53+/-;	tissue: mammary glands"	total RNA
Single-end_CERM_rep1	GSM1558519	GSE63857	GPL13112	SRA	mammary glands	Mus musculus	"gender: female;	parity: nulliparous;	strain: C57Bl/6;	genotype: tet-op-Esr1MMTV-rtTA;	tissue: mammary glands"	total RNA
Single-end_CERM_rep2	GSM1558520	GSE63857	GPL13112	SRA	mammary glands	Mus musculus	"gender: female;	parity: nulliparous;	strain: C57Bl/6;	genotype: tet-op-Esr1MMTV-rtTA;	tissue: mammary glands"	total RNA
Paired-end_WT	GSM1558521	GSE63857	GPL13112	SRA	mammary glands	Mus musculus	"gender: female;	parity: nulliparous;	strain: C57Bl/6;	genotype: wild type;	tissue: mammary glands"	total RNA
Paired-end_AROM_rep1	GSM1558522	GSE63857	GPL13112	SRA	mammary glands	Mus musculus	"gender: female;	parity: nulliparous;	strain: C57Bl/6;	genotype: tet-op-CYP19A1MMTV-rtTA;	tissue: mammary glands"	total RNA
Paired-end_AROM_rep2	GSM1558523	GSE63857	GPL13112	SRA	mammary glands	Mus musculus	"gender: female;	parity: nulliparous;	strain: C57Bl/6;	genotype: tet-op-CYP19A1MMTV-rtTA;	tissue: mammary glands"	total RNA
Paired-end_AROM_rep3	GSM1558524	GSE63857	GPL13112	SRA	mammary glands	Mus musculus	"gender: female;	parity: nulliparous;	strain: C57Bl/6;	genotype: tet-op-CYP19A1MMTV-rtTA;	tissue: mammary glands"	total RNA
Paired-end_BRCA_rep1	GSM1558525	GSE63857	GPL13112	SRA	mammary glands	Mus musculus	"gender: female;	parity: nulliparous;	strain: C57Bl/6;	genotype: Brca1fl11/fl11/MMTV-Cre/p53+/-;	tissue: mammary glands"	total RNA
Paired-end_BRCA_rep2	GSM1558526	GSE63857	GPL13112	SRA	mammary glands	Mus musculus	"gender: female;	parity: nulliparous;	strain: C57Bl/6;	genotype: Brca1fl11/fl11/MMTV-Cre/p53+/-;	tissue: mammary glands"	total RNA
Paired-end_CERM_rep1	GSM1558527	GSE63857	GPL13112	SRA	mammary glands	Mus musculus	"gender: female;	parity: nulliparous;	strain: C57Bl/6;	genotype: tet-op-Esr1MMTV-rtTA;	tissue: mammary glands"	total RNA
Paired-end_CERM_rep2	GSM1558528	GSE63857	GPL13112	SRA	mammary glands	Mus musculus	"gender: female;	parity: nulliparous;	strain: C57Bl/6;	genotype: tet-op-Esr1MMTV-rtTA;	tissue: mammary glands"	total RNA
Paired-end_CERM_rep3	GSM1558529	GSE63857	GPL13112	SRA	mammary glands	Mus musculus	"gender: female;	parity: nulliparous;	strain: C57Bl/6;	genotype: tet-op-Esr1MMTV-rtTA;	tissue: mammary glands"	total RNA
WT FI_RNASeq1	GSM1569848	GSE64379	GPL11002	SRA	Satellite cells	Mus musculus	"cell type: quiescent satellite cells;	strain: C57Bl/6 background;	genotype/variation: WT"	polyA RNA
WT FI_RNASeq2	GSM1569849	GSE64379	GPL11002	SRA	Satellite cells	Mus musculus	"cell type: quiescent satellite cells;	strain: C57Bl/6 background;	genotype/variation: WT"	polyA RNA
WT FI_RNASeq3	GSM1569850	GSE64379	GPL13112	SRA	Satellite cells	Mus musculus	"cell type: quiescent satellite cells;	strain: C57Bl/6 background;	genotype/variation: WT"	polyA RNA
WT FI_RNASeq4	GSM1569851	GSE64379	GPL17021	SRA	Satellite cells	Mus musculus	"cell type: quiescent satellite cells;	strain: C57Bl/6 background;	genotype/variation: WT"	polyA RNA
WT FI_RNASeq5	GSM1569852	GSE64379	GPL17021	SRA	Satellite cells	Mus musculus	"cell type: quiescent satellite cells;	strain: C57Bl/6 background;	genotype/variation: WT"	polyA RNA
SIRT1mKO FI_RNASeq1	GSM1569853	GSE64379	GPL13112	SRA	Satellite cells	Mus musculus	"cell type: quiescent satellite cells;	strain: C57Bl/6 background;	genotype/variation: SIRT1mKO"	polyA RNA
SIRT1mKO FI_RNASeq2	GSM1569854	GSE64379	GPL17021	SRA	Satellite cells	Mus musculus	"cell type: quiescent satellite cells;	strain: C57Bl/6 background;	genotype/variation: SIRT1mKO"	polyA RNA
SIRT1mKO FI_RNASeq3	GSM1569855	GSE64379	GPL17021	SRA	Satellite cells	Mus musculus	"cell type: quiescent satellite cells;	strain: C57Bl/6 background;	genotype/variation: SIRT1mKO"	polyA RNA
WT Cul_RNASeq1	GSM1569856	GSE64379	GPL11002	SRA	Satellite cells	Mus musculus	"cell type: proliferating satellite cells;	strain: C57Bl/6 background;	genotype/variation: WT"	polyA RNA
WT Cul_RNASeq2	GSM1569857	GSE64379	GPL11002	SRA	Satellite cells	Mus musculus	"cell type: proliferating satellite cells;	strain: C57Bl/6 background;	genotype/variation: WT"	polyA RNA
WT Cul_RNASeq3	GSM1569858	GSE64379	GPL17021	SRA	Satellite cells	Mus musculus	"cell type: proliferating satellite cells;	strain: C57Bl/6 background;	genotype/variation: WT"	polyA RNA
WT Cul_RNASeq4	GSM1569859	GSE64379	GPL17021	SRA	Satellite cells	Mus musculus	"cell type: proliferating satellite cells;	strain: C57Bl/6 background;	genotype/variation: WT"	polyA RNA
SIRT1mKO Cul_RNASeq1	GSM1569860	GSE64379	GPL17021	SRA	Satellite cells	Mus musculus	"cell type: proliferating satellite cells;	strain: C57Bl/6 background;	genotype/variation: SIRT1mKO"	polyA RNA
SIRT1mKO Cul_RNASeq2	GSM1569861	GSE64379	GPL17021	SRA	Satellite cells	Mus musculus	"cell type: proliferating satellite cells;	strain: C57Bl/6 background;	genotype/variation: SIRT1mKO"	polyA RNA
